id,source,img_path,has_subject,is_abstract,is_birdeye_view,is_closeup_shot,is_macro_shot,looking_sky
70,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0871.png,True,False,False,False,False,False
72,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0873.png,True,False,False,False,False,False
73,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0874.png,True,False,False,False,False,False
75,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0876.png,True,False,False,False,False,False
77,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0878.png,True,False,False,True,False,False
78,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0879.png,True,False,False,False,False,False
79,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0880.png,True,False,False,True,False,False
80,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0881.png,True,False,False,False,False,False
82,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0883.png,True,False,False,False,False,False
84,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0885.png,True,False,False,True,False,False
87,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0888.png,True,False,False,True,False,False
89,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0890.png,True,False,False,False,False,False
90,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0891.png,True,False,False,False,False,False
92,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0893.png,True,False,False,False,False,False
93,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0894.png,True,False,False,False,False,False
94,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0895.png,True,False,False,True,False,False
95,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0896.png,True,False,False,False,False,False
96,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0897.png,True,False,False,False,False,False
97,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0898.png,True,False,False,True,False,False
98,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0899.png,True,False,False,False,False,False
99,DIV2K_valid_HR,./data_preprocessed/DIV2K_valid_HR/0900.png,True,False,False,False,False,False
100,Flickr2K,./data_preprocessed/Flickr2K/000001.png,True,False,False,False,False,False
101,Flickr2K,./data_preprocessed/Flickr2K/000002.png,True,False,False,False,False,False
102,Flickr2K,./data_preprocessed/Flickr2K/000003.png,True,False,False,False,False,False
103,Flickr2K,./data_preprocessed/Flickr2K/000004.png,True,False,False,False,False,False
104,Flickr2K,./data_preprocessed/Flickr2K/000005.png,True,False,False,False,False,False
105,Flickr2K,./data_preprocessed/Flickr2K/000006.png,True,False,False,False,False,False
106,Flickr2K,./data_preprocessed/Flickr2K/000007.png,True,False,False,False,False,False
107,Flickr2K,./data_preprocessed/Flickr2K/000008.png,True,False,False,True,False,False
108,Flickr2K,./data_preprocessed/Flickr2K/000009.png,True,False,False,False,False,False
109,Flickr2K,./data_preprocessed/Flickr2K/000010.png,True,False,False,False,False,False
110,Flickr2K,./data_preprocessed/Flickr2K/000011.png,True,False,False,False,False,False
112,Flickr2K,./data_preprocessed/Flickr2K/000013.png,True,False,False,False,False,False
113,Flickr2K,./data_preprocessed/Flickr2K/000014.png,True,False,False,False,False,False
114,Flickr2K,./data_preprocessed/Flickr2K/000015.png,True,False,False,False,False,False
115,Flickr2K,./data_preprocessed/Flickr2K/000016.png,True,False,False,True,False,False
116,Flickr2K,./data_preprocessed/Flickr2K/000017.png,True,False,False,False,False,False
117,Flickr2K,./data_preprocessed/Flickr2K/000018.png,True,False,False,False,False,False
119,Flickr2K,./data_preprocessed/Flickr2K/000020.png,True,False,False,False,False,False
120,Flickr2K,./data_preprocessed/Flickr2K/000021.png,True,False,False,False,False,False
121,Flickr2K,./data_preprocessed/Flickr2K/000022.png,True,False,False,False,False,False
122,Flickr2K,./data_preprocessed/Flickr2K/000023.png,True,False,False,True,False,False
123,Flickr2K,./data_preprocessed/Flickr2K/000024.png,True,False,False,False,False,False
128,Flickr2K,./data_preprocessed/Flickr2K/000029.png,True,False,False,True,False,False
129,Flickr2K,./data_preprocessed/Flickr2K/000030.png,True,False,False,True,False,False
130,Flickr2K,./data_preprocessed/Flickr2K/000031.png,True,False,False,False,False,False
131,Flickr2K,./data_preprocessed/Flickr2K/000032.png,True,False,False,False,False,False
132,Flickr2K,./data_preprocessed/Flickr2K/000033.png,True,False,False,False,False,False
133,Flickr2K,./data_preprocessed/Flickr2K/000034.png,True,False,False,False,False,False
134,Flickr2K,./data_preprocessed/Flickr2K/000035.png,True,False,False,False,False,False
135,Flickr2K,./data_preprocessed/Flickr2K/000036.png,True,False,False,False,False,False
136,Flickr2K,./data_preprocessed/Flickr2K/000037.png,True,False,False,True,False,False
138,Flickr2K,./data_preprocessed/Flickr2K/000039.png,True,False,False,False,False,False
139,Flickr2K,./data_preprocessed/Flickr2K/000040.png,True,False,False,False,False,False
140,Flickr2K,./data_preprocessed/Flickr2K/000041.png,True,False,False,False,False,False
144,Flickr2K,./data_preprocessed/Flickr2K/000045.png,True,False,False,False,False,False
145,Flickr2K,./data_preprocessed/Flickr2K/000046.png,True,False,False,False,False,False
146,Flickr2K,./data_preprocessed/Flickr2K/000047.png,True,False,False,False,False,False
147,Flickr2K,./data_preprocessed/Flickr2K/000048.png,True,False,False,True,False,False
148,Flickr2K,./data_preprocessed/Flickr2K/000049.png,True,False,False,True,False,False
150,Flickr2K,./data_preprocessed/Flickr2K/000051.png,True,False,False,False,False,False
151,Flickr2K,./data_preprocessed/Flickr2K/000052.png,True,False,False,False,False,False
152,Flickr2K,./data_preprocessed/Flickr2K/000053.png,True,False,False,False,False,False
153,Flickr2K,./data_preprocessed/Flickr2K/000054.png,True,False,False,False,False,False
154,Flickr2K,./data_preprocessed/Flickr2K/000055.png,True,False,False,False,False,False
155,Flickr2K,./data_preprocessed/Flickr2K/000056.png,True,False,False,False,False,False
156,Flickr2K,./data_preprocessed/Flickr2K/000057.png,True,False,False,False,False,False
157,Flickr2K,./data_preprocessed/Flickr2K/000058.png,True,False,False,False,False,False
158,Flickr2K,./data_preprocessed/Flickr2K/000059.png,True,False,False,False,False,False
160,Flickr2K,./data_preprocessed/Flickr2K/000061.png,True,False,False,False,False,False
161,Flickr2K,./data_preprocessed/Flickr2K/000062.png,True,False,False,False,False,False
162,Flickr2K,./data_preprocessed/Flickr2K/000063.png,True,False,False,False,False,False
163,Flickr2K,./data_preprocessed/Flickr2K/000064.png,True,False,False,True,False,False
164,Flickr2K,./data_preprocessed/Flickr2K/000065.png,True,False,False,False,False,False
165,Flickr2K,./data_preprocessed/Flickr2K/000066.png,True,False,False,True,False,False
166,Flickr2K,./data_preprocessed/Flickr2K/000067.png,True,False,False,False,False,False
167,Flickr2K,./data_preprocessed/Flickr2K/000068.png,True,False,False,False,False,False
170,Flickr2K,./data_preprocessed/Flickr2K/000071.png,True,False,False,True,False,False
171,Flickr2K,./data_preprocessed/Flickr2K/000072.png,True,False,False,False,False,False
172,Flickr2K,./data_preprocessed/Flickr2K/000073.png,True,False,False,False,False,False
173,Flickr2K,./data_preprocessed/Flickr2K/000074.png,True,False,False,False,False,False
174,Flickr2K,./data_preprocessed/Flickr2K/000075.png,True,False,False,False,False,False
175,Flickr2K,./data_preprocessed/Flickr2K/000076.png,True,False,False,False,False,False
176,Flickr2K,./data_preprocessed/Flickr2K/000077.png,True,False,False,False,False,False
178,Flickr2K,./data_preprocessed/Flickr2K/000079.png,True,False,False,True,False,False
179,Flickr2K,./data_preprocessed/Flickr2K/000080.png,True,False,False,False,False,False
180,Flickr2K,./data_preprocessed/Flickr2K/000081.png,True,False,False,False,False,False
182,Flickr2K,./data_preprocessed/Flickr2K/000083.png,True,False,False,False,False,False
183,Flickr2K,./data_preprocessed/Flickr2K/000084.png,True,False,False,False,False,False
184,Flickr2K,./data_preprocessed/Flickr2K/000085.png,True,False,False,False,False,False
185,Flickr2K,./data_preprocessed/Flickr2K/000086.png,True,False,False,False,False,False
187,Flickr2K,./data_preprocessed/Flickr2K/000088.png,True,False,False,False,False,False
188,Flickr2K,./data_preprocessed/Flickr2K/000089.png,True,False,False,True,False,False
189,Flickr2K,./data_preprocessed/Flickr2K/000090.png,True,False,False,False,False,False
190,Flickr2K,./data_preprocessed/Flickr2K/000091.png,True,False,False,False,False,False
191,Flickr2K,./data_preprocessed/Flickr2K/000092.png,True,False,False,True,False,False
192,Flickr2K,./data_preprocessed/Flickr2K/000093.png,True,False,False,False,False,False
193,Flickr2K,./data_preprocessed/Flickr2K/000094.png,True,False,False,False,False,False
194,Flickr2K,./data_preprocessed/Flickr2K/000095.png,True,False,False,False,False,False
195,Flickr2K,./data_preprocessed/Flickr2K/000096.png,True,False,False,True,False,False
196,Flickr2K,./data_preprocessed/Flickr2K/000097.png,True,False,False,False,False,False
197,Flickr2K,./data_preprocessed/Flickr2K/000098.png,True,False,False,False,False,False
200,Flickr2K,./data_preprocessed/Flickr2K/000101.png,True,False,False,False,False,False
201,Flickr2K,./data_preprocessed/Flickr2K/000102.png,True,False,False,False,False,False
202,Flickr2K,./data_preprocessed/Flickr2K/000103.png,True,False,False,False,False,False
203,Flickr2K,./data_preprocessed/Flickr2K/000104.png,True,False,False,False,False,False
204,Flickr2K,./data_preprocessed/Flickr2K/000105.png,True,False,False,False,False,False
205,Flickr2K,./data_preprocessed/Flickr2K/000106.png,True,False,False,True,False,False
207,Flickr2K,./data_preprocessed/Flickr2K/000108.png,True,False,False,False,False,False
208,Flickr2K,./data_preprocessed/Flickr2K/000109.png,True,False,False,False,False,False
209,Flickr2K,./data_preprocessed/Flickr2K/000110.png,True,False,False,False,False,False
210,Flickr2K,./data_preprocessed/Flickr2K/000111.png,True,False,False,False,False,False
211,Flickr2K,./data_preprocessed/Flickr2K/000112.png,True,False,False,False,False,False
212,Flickr2K,./data_preprocessed/Flickr2K/000113.png,True,False,False,False,False,False
213,Flickr2K,./data_preprocessed/Flickr2K/000114.png,True,False,False,False,False,False
214,Flickr2K,./data_preprocessed/Flickr2K/000115.png,True,False,False,True,False,False
216,Flickr2K,./data_preprocessed/Flickr2K/000117.png,True,False,False,True,False,False
217,Flickr2K,./data_preprocessed/Flickr2K/000118.png,True,False,False,False,False,False
218,Flickr2K,./data_preprocessed/Flickr2K/000119.png,True,False,False,True,False,False
219,Flickr2K,./data_preprocessed/Flickr2K/000120.png,True,False,False,True,False,False
220,Flickr2K,./data_preprocessed/Flickr2K/000121.png,True,False,False,True,False,False
221,Flickr2K,./data_preprocessed/Flickr2K/000122.png,True,False,False,False,False,False
222,Flickr2K,./data_preprocessed/Flickr2K/000123.png,True,False,False,False,False,False
223,Flickr2K,./data_preprocessed/Flickr2K/000124.png,True,False,False,True,False,False
224,Flickr2K,./data_preprocessed/Flickr2K/000125.png,True,False,False,False,False,False
227,Flickr2K,./data_preprocessed/Flickr2K/000128.png,True,False,False,False,False,False
228,Flickr2K,./data_preprocessed/Flickr2K/000129.png,True,False,False,False,False,False
232,Flickr2K,./data_preprocessed/Flickr2K/000133.png,True,False,False,False,False,False
233,Flickr2K,./data_preprocessed/Flickr2K/000134.png,True,False,False,False,False,False
234,Flickr2K,./data_preprocessed/Flickr2K/000135.png,True,False,False,True,False,False
235,Flickr2K,./data_preprocessed/Flickr2K/000136.png,True,False,False,True,False,False
236,Flickr2K,./data_preprocessed/Flickr2K/000137.png,True,False,False,False,False,False
237,Flickr2K,./data_preprocessed/Flickr2K/000138.png,True,False,False,False,False,False
238,Flickr2K,./data_preprocessed/Flickr2K/000139.png,True,False,False,True,False,False
239,Flickr2K,./data_preprocessed/Flickr2K/000140.png,True,False,False,False,False,False
240,Flickr2K,./data_preprocessed/Flickr2K/000141.png,True,False,False,False,False,False
241,Flickr2K,./data_preprocessed/Flickr2K/000142.png,True,False,False,False,False,False
242,Flickr2K,./data_preprocessed/Flickr2K/000143.png,True,False,False,False,False,False
243,Flickr2K,./data_preprocessed/Flickr2K/000144.png,True,False,False,False,False,False
244,Flickr2K,./data_preprocessed/Flickr2K/000145.png,True,False,False,True,False,False
246,Flickr2K,./data_preprocessed/Flickr2K/000147.png,True,False,False,False,False,False
247,Flickr2K,./data_preprocessed/Flickr2K/000148.png,True,False,False,False,False,False
248,Flickr2K,./data_preprocessed/Flickr2K/000149.png,True,False,False,False,False,False
249,Flickr2K,./data_preprocessed/Flickr2K/000150.png,True,False,False,False,False,False
250,Flickr2K,./data_preprocessed/Flickr2K/000151.png,True,False,False,False,False,False
251,Flickr2K,./data_preprocessed/Flickr2K/000152.png,True,False,False,False,False,False
252,Flickr2K,./data_preprocessed/Flickr2K/000153.png,True,False,False,False,False,False
255,Flickr2K,./data_preprocessed/Flickr2K/000156.png,True,False,False,False,False,False
256,Flickr2K,./data_preprocessed/Flickr2K/000157.png,True,False,False,False,False,False
257,Flickr2K,./data_preprocessed/Flickr2K/000158.png,True,False,False,False,False,False
258,Flickr2K,./data_preprocessed/Flickr2K/000159.png,True,False,False,True,False,False
259,Flickr2K,./data_preprocessed/Flickr2K/000160.png,True,False,False,True,False,False
260,Flickr2K,./data_preprocessed/Flickr2K/000161.png,True,False,False,False,False,False
262,Flickr2K,./data_preprocessed/Flickr2K/000163.png,True,False,False,False,False,False
263,Flickr2K,./data_preprocessed/Flickr2K/000164.png,True,False,False,True,False,False
265,Flickr2K,./data_preprocessed/Flickr2K/000166.png,True,False,False,False,False,False
266,Flickr2K,./data_preprocessed/Flickr2K/000167.png,True,False,False,True,False,False
267,Flickr2K,./data_preprocessed/Flickr2K/000168.png,True,False,False,False,False,False
268,Flickr2K,./data_preprocessed/Flickr2K/000169.png,True,False,False,False,False,False
269,Flickr2K,./data_preprocessed/Flickr2K/000170.png,True,False,False,False,False,False
271,Flickr2K,./data_preprocessed/Flickr2K/000172.png,True,False,False,False,False,False
272,Flickr2K,./data_preprocessed/Flickr2K/000173.png,True,False,False,False,False,False
273,Flickr2K,./data_preprocessed/Flickr2K/000174.png,True,False,False,False,False,False
274,Flickr2K,./data_preprocessed/Flickr2K/000175.png,True,False,False,False,False,False
275,Flickr2K,./data_preprocessed/Flickr2K/000176.png,True,False,False,False,False,False
276,Flickr2K,./data_preprocessed/Flickr2K/000177.png,True,False,False,False,False,False
277,Flickr2K,./data_preprocessed/Flickr2K/000178.png,True,False,False,False,False,False
278,Flickr2K,./data_preprocessed/Flickr2K/000179.png,True,False,False,False,False,False
279,Flickr2K,./data_preprocessed/Flickr2K/000180.png,True,False,False,True,False,False
280,Flickr2K,./data_preprocessed/Flickr2K/000181.png,True,False,False,True,False,False
281,Flickr2K,./data_preprocessed/Flickr2K/000182.png,True,False,False,False,False,False
282,Flickr2K,./data_preprocessed/Flickr2K/000183.png,True,False,False,False,False,False
283,Flickr2K,./data_preprocessed/Flickr2K/000184.png,True,False,False,False,False,False
284,Flickr2K,./data_preprocessed/Flickr2K/000185.png,True,False,False,False,False,False
285,Flickr2K,./data_preprocessed/Flickr2K/000186.png,True,False,False,True,False,False
288,Flickr2K,./data_preprocessed/Flickr2K/000189.png,True,False,False,False,False,False
289,Flickr2K,./data_preprocessed/Flickr2K/000190.png,True,False,False,True,False,False
290,Flickr2K,./data_preprocessed/Flickr2K/000191.png,True,False,False,False,False,False
292,Flickr2K,./data_preprocessed/Flickr2K/000193.png,True,False,False,False,False,False
293,Flickr2K,./data_preprocessed/Flickr2K/000194.png,True,False,False,False,False,False
294,Flickr2K,./data_preprocessed/Flickr2K/000195.png,True,False,False,False,False,False
295,Flickr2K,./data_preprocessed/Flickr2K/000196.png,True,False,False,False,False,False
296,Flickr2K,./data_preprocessed/Flickr2K/000197.png,True,False,False,False,False,False
297,Flickr2K,./data_preprocessed/Flickr2K/000198.png,True,False,False,False,False,False
298,Flickr2K,./data_preprocessed/Flickr2K/000199.png,True,False,False,True,False,False
299,Flickr2K,./data_preprocessed/Flickr2K/000200.png,True,False,False,False,False,False
300,Flickr2K,./data_preprocessed/Flickr2K/000201.png,True,False,False,False,False,False
301,Flickr2K,./data_preprocessed/Flickr2K/000202.png,True,False,False,False,False,False
302,Flickr2K,./data_preprocessed/Flickr2K/000203.png,True,False,False,False,False,False
303,Flickr2K,./data_preprocessed/Flickr2K/000204.png,True,False,False,True,False,False
307,Flickr2K,./data_preprocessed/Flickr2K/000208.png,True,False,False,False,False,False
309,Flickr2K,./data_preprocessed/Flickr2K/000210.png,True,False,False,True,False,False
311,Flickr2K,./data_preprocessed/Flickr2K/000212.png,True,False,False,False,False,False
312,Flickr2K,./data_preprocessed/Flickr2K/000213.png,True,False,False,False,False,False
313,Flickr2K,./data_preprocessed/Flickr2K/000214.png,True,False,False,True,False,False
314,Flickr2K,./data_preprocessed/Flickr2K/000215.png,True,False,False,False,False,False
315,Flickr2K,./data_preprocessed/Flickr2K/000216.png,True,False,False,False,False,False
317,Flickr2K,./data_preprocessed/Flickr2K/000218.png,True,False,False,True,False,False
318,Flickr2K,./data_preprocessed/Flickr2K/000219.png,True,False,False,True,False,False
319,Flickr2K,./data_preprocessed/Flickr2K/000220.png,True,False,False,False,False,False
320,Flickr2K,./data_preprocessed/Flickr2K/000221.png,True,False,False,False,False,False
321,Flickr2K,./data_preprocessed/Flickr2K/000222.png,True,False,False,True,False,False
323,Flickr2K,./data_preprocessed/Flickr2K/000224.png,True,False,False,False,False,False
326,Flickr2K,./data_preprocessed/Flickr2K/000227.png,True,False,False,False,False,False
328,Flickr2K,./data_preprocessed/Flickr2K/000229.png,True,False,False,False,False,False
329,Flickr2K,./data_preprocessed/Flickr2K/000230.png,True,False,False,False,False,False
332,Flickr2K,./data_preprocessed/Flickr2K/000233.png,True,False,False,False,False,False
333,Flickr2K,./data_preprocessed/Flickr2K/000234.png,True,False,False,True,False,False
334,Flickr2K,./data_preprocessed/Flickr2K/000235.png,True,False,False,True,False,False
335,Flickr2K,./data_preprocessed/Flickr2K/000236.png,True,False,False,False,False,False
336,Flickr2K,./data_preprocessed/Flickr2K/000237.png,True,False,False,False,False,False
338,Flickr2K,./data_preprocessed/Flickr2K/000239.png,True,False,False,True,False,False
339,Flickr2K,./data_preprocessed/Flickr2K/000240.png,True,False,False,True,False,False
340,Flickr2K,./data_preprocessed/Flickr2K/000241.png,True,False,False,False,False,False
341,Flickr2K,./data_preprocessed/Flickr2K/000242.png,True,False,False,True,False,False
343,Flickr2K,./data_preprocessed/Flickr2K/000244.png,True,False,False,False,False,False
345,Flickr2K,./data_preprocessed/Flickr2K/000246.png,True,False,False,False,False,False
346,Flickr2K,./data_preprocessed/Flickr2K/000247.png,True,False,False,False,False,False
347,Flickr2K,./data_preprocessed/Flickr2K/000248.png,True,False,False,False,False,False
348,Flickr2K,./data_preprocessed/Flickr2K/000249.png,True,False,False,False,False,False
349,Flickr2K,./data_preprocessed/Flickr2K/000250.png,True,False,False,False,False,False
350,Flickr2K,./data_preprocessed/Flickr2K/000251.png,True,False,False,False,False,False
352,Flickr2K,./data_preprocessed/Flickr2K/000253.png,True,False,False,False,False,False
354,Flickr2K,./data_preprocessed/Flickr2K/000255.png,True,False,False,False,False,False
356,Flickr2K,./data_preprocessed/Flickr2K/000257.png,True,False,False,True,False,False
357,Flickr2K,./data_preprocessed/Flickr2K/000258.png,True,False,False,False,False,False
359,Flickr2K,./data_preprocessed/Flickr2K/000260.png,True,False,False,True,False,False
360,Flickr2K,./data_preprocessed/Flickr2K/000261.png,True,False,False,True,False,False
361,Flickr2K,./data_preprocessed/Flickr2K/000262.png,True,False,False,False,False,False
363,Flickr2K,./data_preprocessed/Flickr2K/000264.png,True,False,False,True,False,False
364,Flickr2K,./data_preprocessed/Flickr2K/000265.png,True,False,False,False,False,False
365,Flickr2K,./data_preprocessed/Flickr2K/000266.png,True,False,False,True,False,False
366,Flickr2K,./data_preprocessed/Flickr2K/000267.png,True,False,False,False,False,False
367,Flickr2K,./data_preprocessed/Flickr2K/000268.png,True,False,False,False,False,False
368,Flickr2K,./data_preprocessed/Flickr2K/000269.png,True,False,False,False,False,False
369,Flickr2K,./data_preprocessed/Flickr2K/000270.png,True,False,False,False,False,False
370,Flickr2K,./data_preprocessed/Flickr2K/000271.png,True,False,False,False,False,False
371,Flickr2K,./data_preprocessed/Flickr2K/000272.png,True,False,False,False,False,False
372,Flickr2K,./data_preprocessed/Flickr2K/000273.png,True,False,False,False,False,False
373,Flickr2K,./data_preprocessed/Flickr2K/000274.png,True,False,False,False,False,False
374,Flickr2K,./data_preprocessed/Flickr2K/000275.png,True,False,False,False,False,False
375,Flickr2K,./data_preprocessed/Flickr2K/000276.png,True,False,False,False,False,False
376,Flickr2K,./data_preprocessed/Flickr2K/000277.png,True,False,False,False,False,False
379,Flickr2K,./data_preprocessed/Flickr2K/000280.png,True,False,False,False,False,False
380,Flickr2K,./data_preprocessed/Flickr2K/000281.png,True,False,False,False,False,False
381,Flickr2K,./data_preprocessed/Flickr2K/000282.png,True,False,False,False,False,False
382,Flickr2K,./data_preprocessed/Flickr2K/000283.png,True,False,False,True,False,False
383,Flickr2K,./data_preprocessed/Flickr2K/000284.png,True,False,False,False,False,False
384,Flickr2K,./data_preprocessed/Flickr2K/000285.png,True,False,False,False,False,False
385,Flickr2K,./data_preprocessed/Flickr2K/000286.png,True,False,False,False,False,False
387,Flickr2K,./data_preprocessed/Flickr2K/000288.png,True,False,False,True,False,False
388,Flickr2K,./data_preprocessed/Flickr2K/000289.png,True,False,False,False,False,False
389,Flickr2K,./data_preprocessed/Flickr2K/000290.png,True,False,False,False,False,False
390,Flickr2K,./data_preprocessed/Flickr2K/000291.png,True,False,False,False,False,False
391,Flickr2K,./data_preprocessed/Flickr2K/000292.png,True,False,False,False,False,False
392,Flickr2K,./data_preprocessed/Flickr2K/000293.png,True,False,False,False,False,False
393,Flickr2K,./data_preprocessed/Flickr2K/000294.png,True,False,False,True,False,False
