img_path,target
https://collocation2024.github.io/image-mturk/dataset750/132.jpg,camera crew
https://collocation2024.github.io/image-mturk/dataset750/121.jpg,open suitcase
https://collocation2024.github.io/image-mturk/dataset750/420.jpg,milk
https://collocation2024.github.io/image-mturk/dataset750/347.jpg,kotatsu table
https://collocation2024.github.io/image-mturk/dataset750/190.jpg,kid
https://collocation2024.github.io/image-mturk/dataset750/289.jpg,hanging planter
https://collocation2024.github.io/image-mturk/dataset750/401.jpg,wall lamp
https://collocation2024.github.io/image-mturk/dataset750/16.jpg,marmite
https://collocation2024.github.io/image-mturk/dataset750/137.jpg,jetski
https://collocation2024.github.io/image-mturk/dataset750/76.jpg,headphone
https://collocation2024.github.io/image-mturk/dataset750/309.jpg,hi-vis jacket
https://collocation2024.github.io/image-mturk/dataset750/312.jpg,altar
https://collocation2024.github.io/image-mturk/dataset750/355.jpg,toilet roll
https://collocation2024.github.io/image-mturk/dataset750/213.jpg,tourist binocular
https://collocation2024.github.io/image-mturk/dataset750/249.jpg,traffic police
https://collocation2024.github.io/image-mturk/dataset750/239.jpg,cow
https://collocation2024.github.io/image-mturk/dataset750/21.jpg,car
https://collocation2024.github.io/image-mturk/dataset750/36.jpg,defensive cannon
https://collocation2024.github.io/image-mturk/dataset750/241.jpg,bird
https://collocation2024.github.io/image-mturk/dataset750/430.jpg,knight helmet
https://collocation2024.github.io/image-mturk/dataset750/332.jpg,backpack
https://collocation2024.github.io/image-mturk/dataset750/361.jpg,webcam
https://collocation2024.github.io/image-mturk/dataset750/156.jpg,ear tag
https://collocation2024.github.io/image-mturk/dataset750/170.jpg,vacuum clearner
https://collocation2024.github.io/image-mturk/dataset750/197.jpg,large picture frame
https://collocation2024.github.io/image-mturk/dataset750/376.jpg,shoes
https://collocation2024.github.io/image-mturk/dataset750/128.jpg,painting
https://collocation2024.github.io/image-mturk/dataset750/86.jpg,dog vest
https://collocation2024.github.io/image-mturk/dataset750/415.jpg,attic door
https://collocation2024.github.io/image-mturk/dataset750/279.jpg,festival tent
https://collocation2024.github.io/image-mturk/dataset750/349.jpg,dart board
https://collocation2024.github.io/image-mturk/dataset750/78.jpg,swimmer
https://collocation2024.github.io/image-mturk/dataset750/433.jpg,tomato sauce
https://collocation2024.github.io/image-mturk/dataset750/12.jpg,boat
https://collocation2024.github.io/image-mturk/dataset750/205.jpg,truck
https://collocation2024.github.io/image-mturk/dataset750/348.jpg,shark plush
https://collocation2024.github.io/image-mturk/dataset750/311.jpg,horse
https://collocation2024.github.io/image-mturk/dataset750/258.jpg,grafiti
https://collocation2024.github.io/image-mturk/dataset750/183.jpg,grandfather clock
https://collocation2024.github.io/image-mturk/dataset750/56.jpg,cheese
https://collocation2024.github.io/image-mturk/dataset750/202.jpg,coffee table
https://collocation2024.github.io/image-mturk/dataset750/171.jpg,selfie stick
https://collocation2024.github.io/image-mturk/dataset750/433.jpg,food flag
https://collocation2024.github.io/image-mturk/dataset750/335.jpg,roast turkey
https://collocation2024.github.io/image-mturk/dataset750/93.jpg,air conditioner
https://collocation2024.github.io/image-mturk/dataset750/112.jpg,portrait mirror
https://collocation2024.github.io/image-mturk/dataset750/62.jpg,canoe boat
https://collocation2024.github.io/image-mturk/dataset750/80.jpg,smartphone
https://collocation2024.github.io/image-mturk/dataset750/358.jpg,cosmetic
https://collocation2024.github.io/image-mturk/dataset750/411.jpg,overcoat
https://collocation2024.github.io/image-mturk/dataset750/139.jpg,crocodile
https://collocation2024.github.io/image-mturk/dataset750/432.jpg,ring
https://collocation2024.github.io/image-mturk/dataset750/234.jpg,table
https://collocation2024.github.io/image-mturk/dataset750/243.jpg,angel halo
https://collocation2024.github.io/image-mturk/dataset750/410.jpg,shopping bags
https://collocation2024.github.io/image-mturk/dataset750/123.jpg,screw driver set
https://collocation2024.github.io/image-mturk/dataset750/214.jpg,life jacket
https://collocation2024.github.io/image-mturk/dataset750/15.jpg,bicycle rider
https://collocation2024.github.io/image-mturk/dataset750/155.jpg,umbrella
https://collocation2024.github.io/image-mturk/dataset750/351.jpg,conference badge
https://collocation2024.github.io/image-mturk/dataset750/426.jpg,bacon
https://collocation2024.github.io/image-mturk/dataset750/6.jpg,sunglasses
https://collocation2024.github.io/image-mturk/dataset750/427.jpg,large suitcase
https://collocation2024.github.io/image-mturk/dataset750/4.jpg,skirt
https://collocation2024.github.io/image-mturk/dataset750/124.jpg,wrench
https://collocation2024.github.io/image-mturk/dataset750/320.jpg,water
https://collocation2024.github.io/image-mturk/dataset750/201.jpg,hanging light bulb
https://collocation2024.github.io/image-mturk/dataset750/186.jpg,dirty luggage
https://collocation2024.github.io/image-mturk/dataset750/110.jpg,beaker
https://collocation2024.github.io/image-mturk/dataset750/129.jpg,floating shelf
https://collocation2024.github.io/image-mturk/dataset750/8.jpg,dessert
https://collocation2024.github.io/image-mturk/dataset750/434.jpg,statue
https://collocation2024.github.io/image-mturk/dataset750/316.jpg,wheelchair user
https://collocation2024.github.io/image-mturk/dataset750/96.jpg,coffee cup
https://collocation2024.github.io/image-mturk/dataset750/9.jpg,gold chain necklace
https://collocation2024.github.io/image-mturk/dataset750/291.jpg,blue postal box
https://collocation2024.github.io/image-mturk/dataset750/401.jpg,backpack
https://collocation2024.github.io/image-mturk/dataset750/252.jpg,pyramid
https://collocation2024.github.io/image-mturk/dataset750/308.jpg,helmet
https://collocation2024.github.io/image-mturk/dataset750/108.jpg,towel
https://collocation2024.github.io/image-mturk/dataset750/268.jpg,wooden bridge
https://collocation2024.github.io/image-mturk/dataset750/409.jpg,small photo frame
https://collocation2024.github.io/image-mturk/dataset750/162.jpg,boiled egg
https://collocation2024.github.io/image-mturk/dataset750/339.jpg,crown
https://collocation2024.github.io/image-mturk/dataset750/229.jpg,iceberg
https://collocation2024.github.io/image-mturk/dataset750/235.jpg,stone walkways
https://collocation2024.github.io/image-mturk/dataset750/277.jpg,outdoor concert stage
https://collocation2024.github.io/image-mturk/dataset750/112.jpg,clock
https://collocation2024.github.io/image-mturk/dataset750/300.jpg,teddy bear
https://collocation2024.github.io/image-mturk/dataset750/106.jpg,guitar
https://collocation2024.github.io/image-mturk/dataset750/116.jpg,car sunshades
https://collocation2024.github.io/image-mturk/dataset750/191.jpg,flying bird
https://collocation2024.github.io/image-mturk/dataset750/217.jpg,crater
https://collocation2024.github.io/image-mturk/dataset750/169.jpg,shark
https://collocation2024.github.io/image-mturk/dataset750/109.jpg,armchair
https://collocation2024.github.io/image-mturk/dataset750/229.jpg,wrist watch
https://collocation2024.github.io/image-mturk/dataset750/236.jpg,bicycle
https://collocation2024.github.io/image-mturk/dataset750/0.jpg,moon
https://collocation2024.github.io/image-mturk/dataset750/54.jpg,soccer ball
https://collocation2024.github.io/image-mturk/dataset750/226.jpg,bucket
https://collocation2024.github.io/image-mturk/dataset750/144.jpg,pencil case
https://collocation2024.github.io/image-mturk/dataset750/110.jpg,laptop
https://collocation2024.github.io/image-mturk/dataset750/128.jpg,wall clock
https://collocation2024.github.io/image-mturk/dataset750/163.jpg,burger flag
https://collocation2024.github.io/image-mturk/dataset750/20.jpg,chef's hat
https://collocation2024.github.io/image-mturk/dataset750/328.jpg,gate
https://collocation2024.github.io/image-mturk/dataset750/30.jpg,navigation chart clipboard
https://collocation2024.github.io/image-mturk/dataset750/122.jpg,calculator
https://collocation2024.github.io/image-mturk/dataset750/129.jpg,wine bottle
https://collocation2024.github.io/image-mturk/dataset750/310.jpg,princess
https://collocation2024.github.io/image-mturk/dataset750/409.jpg,body pillow
https://collocation2024.github.io/image-mturk/dataset750/429.jpg,podium
https://collocation2024.github.io/image-mturk/dataset750/352.jpg,stroller
https://collocation2024.github.io/image-mturk/dataset750/8.jpg,face mask
https://collocation2024.github.io/image-mturk/dataset750/405.jpg,fire hydrant
https://collocation2024.github.io/image-mturk/dataset750/150.jpg,shirt pocket
https://collocation2024.github.io/image-mturk/dataset750/30.jpg,seagull
https://collocation2024.github.io/image-mturk/dataset750/279.jpg,hat
https://collocation2024.github.io/image-mturk/dataset750/285.jpg,plaque
https://collocation2024.github.io/image-mturk/dataset750/210.jpg,woman in swimsuit
https://collocation2024.github.io/image-mturk/dataset750/329.jpg,treasure chest
https://collocation2024.github.io/image-mturk/dataset750/27.jpg,flag
https://collocation2024.github.io/image-mturk/dataset750/213.jpg,boat
https://collocation2024.github.io/image-mturk/dataset750/131.jpg,cat
https://collocation2024.github.io/image-mturk/dataset750/197.jpg,hotel housekeeper
https://collocation2024.github.io/image-mturk/dataset750/3.jpg,strawberry
https://collocation2024.github.io/image-mturk/dataset750/166.jpg,strawberry cake
https://collocation2024.github.io/image-mturk/dataset750/22.jpg,maintenance staff
https://collocation2024.github.io/image-mturk/dataset750/247.jpg,motorcycle
https://collocation2024.github.io/image-mturk/dataset750/7.jpg,duck pedal boat
https://collocation2024.github.io/image-mturk/dataset750/411.jpg,wallpaper
https://collocation2024.github.io/image-mturk/dataset750/175.jpg,boat
https://collocation2024.github.io/image-mturk/dataset750/416.jpg,mountain range
https://collocation2024.github.io/image-mturk/dataset750/138.jpg,cat food tray
https://collocation2024.github.io/image-mturk/dataset750/223.jpg,cargo ship
https://collocation2024.github.io/image-mturk/dataset750/330.jpg,straw
https://collocation2024.github.io/image-mturk/dataset750/162.jpg,fork
https://collocation2024.github.io/image-mturk/dataset750/9.jpg,bowtie
https://collocation2024.github.io/image-mturk/dataset750/414.jpg,necktie
https://collocation2024.github.io/image-mturk/dataset750/11.jpg,small shot glass
https://collocation2024.github.io/image-mturk/dataset750/46.jpg,tomato sauce
https://collocation2024.github.io/image-mturk/dataset750/45.jpg,vase
https://collocation2024.github.io/image-mturk/dataset750/265.jpg,canoe
https://collocation2024.github.io/image-mturk/dataset750/18.jpg,tipping jar
https://collocation2024.github.io/image-mturk/dataset750/32.jpg,boom lift
https://collocation2024.github.io/image-mturk/dataset750/159.jpg,berries
https://collocation2024.github.io/image-mturk/dataset750/107.jpg,television
https://collocation2024.github.io/image-mturk/dataset750/133.jpg,beach ball
https://collocation2024.github.io/image-mturk/dataset750/85.jpg,cloak
https://collocation2024.github.io/image-mturk/dataset750/271.jpg,boat
https://collocation2024.github.io/image-mturk/dataset750/20.jpg,stacked steamer
https://collocation2024.github.io/image-mturk/dataset750/79.jpg,tower
https://collocation2024.github.io/image-mturk/dataset750/415.jpg,small table
https://collocation2024.github.io/image-mturk/dataset750/152.jpg,pancakes
https://collocation2024.github.io/image-mturk/dataset750/366.jpg,hamburger set
https://collocation2024.github.io/image-mturk/dataset750/100.jpg,dog
https://collocation2024.github.io/image-mturk/dataset750/281.jpg,lake fountain
https://collocation2024.github.io/image-mturk/dataset750/23.jpg,whiteboard
https://collocation2024.github.io/image-mturk/dataset750/176.jpg,knife
https://collocation2024.github.io/image-mturk/dataset750/172.jpg,snowman
https://collocation2024.github.io/image-mturk/dataset750/10.jpg,claymore sword
https://collocation2024.github.io/image-mturk/dataset750/7.jpg,tourist information board
https://collocation2024.github.io/image-mturk/dataset750/30.jpg,binoculars
https://collocation2024.github.io/image-mturk/dataset750/236.jpg,runner
https://collocation2024.github.io/image-mturk/dataset750/426.jpg,bamboo skewer
https://collocation2024.github.io/image-mturk/dataset750/61.jpg,grave
https://collocation2024.github.io/image-mturk/dataset750/246.jpg,speed bump
https://collocation2024.github.io/image-mturk/dataset750/200.jpg,cup of coffee
https://collocation2024.github.io/image-mturk/dataset750/80.jpg,bottle cap
https://collocation2024.github.io/image-mturk/dataset750/125.jpg,car
https://collocation2024.github.io/image-mturk/dataset750/194.jpg,ice
https://collocation2024.github.io/image-mturk/dataset750/65.jpg,sunglasses
https://collocation2024.github.io/image-mturk/dataset750/32.jpg,traffic cone
https://collocation2024.github.io/image-mturk/dataset750/413.jpg,dipping sauce
https://collocation2024.github.io/image-mturk/dataset750/216.jpg,person skiing
https://collocation2024.github.io/image-mturk/dataset750/120.jpg,curtain
https://collocation2024.github.io/image-mturk/dataset750/9.jpg,drone
https://collocation2024.github.io/image-mturk/dataset750/244.jpg,cat
https://collocation2024.github.io/image-mturk/dataset750/276.jpg,traffic cone
https://collocation2024.github.io/image-mturk/dataset750/343.jpg,floor lamp
https://collocation2024.github.io/image-mturk/dataset750/199.jpg,computer tower
https://collocation2024.github.io/image-mturk/dataset750/68.jpg,street lamp
https://collocation2024.github.io/image-mturk/dataset750/72.jpg,child
https://collocation2024.github.io/image-mturk/dataset750/21.jpg,garbage truck
https://collocation2024.github.io/image-mturk/dataset750/369.jpg,large audio speaker
https://collocation2024.github.io/image-mturk/dataset750/429.jpg,wall clock
https://collocation2024.github.io/image-mturk/dataset750/371.jpg,icicle
https://collocation2024.github.io/image-mturk/dataset750/264.jpg,duck
https://collocation2024.github.io/image-mturk/dataset750/82.jpg,necktie
https://collocation2024.github.io/image-mturk/dataset750/302.jpg,vending machine
https://collocation2024.github.io/image-mturk/dataset750/415.jpg,wall clock
https://collocation2024.github.io/image-mturk/dataset750/19.jpg,high knee sock
https://collocation2024.github.io/image-mturk/dataset750/215.jpg,snowboarder
https://collocation2024.github.io/image-mturk/dataset750/42.jpg,sunglasses
https://collocation2024.github.io/image-mturk/dataset750/24.jpg,umbrella
https://collocation2024.github.io/image-mturk/dataset750/194.jpg,nail clipper
https://collocation2024.github.io/image-mturk/dataset750/161.jpg,bird
https://collocation2024.github.io/image-mturk/dataset750/417.jpg,mountain range
https://collocation2024.github.io/image-mturk/dataset750/288.jpg,basketball
https://collocation2024.github.io/image-mturk/dataset750/4.jpg,balloon
https://collocation2024.github.io/image-mturk/dataset750/184.jpg,carrot
https://collocation2024.github.io/image-mturk/dataset750/210.jpg,life jacket
https://collocation2024.github.io/image-mturk/dataset750/149.jpg,bob haircut
https://collocation2024.github.io/image-mturk/dataset750/196.jpg,hiking boots
https://collocation2024.github.io/image-mturk/dataset750/19.jpg,wheelchair
https://collocation2024.github.io/image-mturk/dataset750/71.jpg,flying eagle
https://collocation2024.github.io/image-mturk/dataset750/2.jpg,body pillow
https://collocation2024.github.io/image-mturk/dataset750/421.jpg,salad dressing
https://collocation2024.github.io/image-mturk/dataset750/250.jpg,photographer
https://collocation2024.github.io/image-mturk/dataset750/134.jpg,snowmobile
https://collocation2024.github.io/image-mturk/dataset750/41.jpg,postbox
https://collocation2024.github.io/image-mturk/dataset750/39.jpg,paper
https://collocation2024.github.io/image-mturk/dataset750/428.jpg,chandelier
https://collocation2024.github.io/image-mturk/dataset750/414.jpg,standing man
https://collocation2024.github.io/image-mturk/dataset750/201.jpg,chair
https://collocation2024.github.io/image-mturk/dataset750/61.jpg,flower bed
https://collocation2024.github.io/image-mturk/dataset750/81.jpg,microphone
